PSNR_YYUV,SSIM (precise)_YYUV
concert_1920x1080_30.yuv,concert_1920x1080_30.yuv
v205_avc_cutoff_0B/concert_1920x1080_30_5M.264,v205_avc_cutoff_0B/concert_1920x1080_30_5M.264
AVG: 40.42409,AVG: 0.97595
43.76238,0.98613
39.97266,0.97648
39.55894,0.97420
39.59481,0.97369
39.66294,0.97386
39.28845,0.97213
39.26197,0.97203
38.99819,0.97026
38.81245,0.96977
40.65485,0.97661
40.78075,0.97689
43.02663,0.98441
42.85113,0.98407
43.09047,0.98488
42.98995,0.98458
43.19820,0.98549
43.32170,0.98569
42.79493,0.98409
42.85818,0.98463
42.01760,0.98241
41.81532,0.98178
39.72949,0.97488
39.77646,0.97499
39.17263,0.97284
38.86264,0.97157
38.67346,0.97002
38.64262,0.96982
38.58830,0.96937
38.66572,0.96955
38.38326,0.96741
38.42957,0.96844
39.00446,0.97069
39.09335,0.97096
39.63523,0.97279
39.91410,0.97375
41.99978,0.98098
45.88928,0.99105
45.06979,0.98934
45.13211,0.98954
44.82803,0.98862
44.90245,0.98870
44.48339,0.98774
44.80793,0.98838
44.56320,0.98785
44.20092,0.98699
44.32381,0.98758
44.37555,0.98765
44.04480,0.98689
44.11943,0.98719
43.92215,0.98694
43.45668,0.98614
42.14643,0.98347
42.22008,0.98357
41.87924,0.98287
41.54071,0.98176
41.38746,0.98105
41.25963,0.98047
41.29267,0.98027
41.34845,0.98039
41.35778,0.98005
43.91354,0.98590
42.21568,0.98249
42.16174,0.98219
41.79210,0.98113
41.84868,0.98125
42.01860,0.98186
41.81589,0.98107
41.90282,0.98129
41.76808,0.98114
41.96020,0.98218
42.01431,0.98224
41.83133,0.98167
41.56475,0.98032
41.79581,0.98117
41.79346,0.98118
41.47581,0.97998
41.55524,0.98014
41.38494,0.97983
41.36248,0.97961
41.30878,0.97931
41.28376,0.97899
41.50732,0.97978
41.56959,0.97994
41.60704,0.97983
41.95373,0.98063
42.76625,0.98251
42.93007,0.98260
43.30350,0.98364
43.33568,0.98371
45.01013,0.98667
45.38190,0.98762
45.43888,0.98755
45.99232,0.98931
45.65897,0.98842
45.71337,0.98848
45.86827,0.98901
46.72806,0.99081
46.17122,0.98959
46.37850,0.99037
46.33476,0.99002
46.36727,0.99001
46.19099,0.98963
48.24536,0.99313
47.33063,0.99157
47.54122,0.99205
47.53731,0.99195
47.57130,0.99196
47.13205,0.99109
47.44833,0.99173
46.95866,0.99084
47.18334,0.99144
46.83208,0.99070
46.86585,0.99073
47.15974,0.99146
46.97080,0.99085
47.51210,0.99208
47.10048,0.99158
45.30163,0.98918
45.32271,0.98917
45.26175,0.98948
45.42594,0.98894
44.34182,0.98807
43.38636,0.98548
43.04567,0.98502
43.02532,0.98496
42.32468,0.98279
42.85324,0.98533
38.40718,0.95822
37.78865,0.95481
37.71832,0.95473
37.73875,0.95481
37.08613,0.95129
37.13518,0.95200
37.02655,0.95098
36.74652,0.94899
36.88205,0.94977
36.93279,0.95004
36.90016,0.95015
36.74914,0.94868
36.68720,0.94783
36.79300,0.94849
36.66821,0.94696
36.70282,0.94715
36.83461,0.94785
36.82021,0.94721
36.92532,0.94788
36.87744,0.94641
36.92297,0.94687
36.96270,0.94709
36.79374,0.94574
36.85159,0.94657
36.75349,0.94615
36.79598,0.94637
36.74457,0.94601
36.79257,0.94624
36.93152,0.94717
36.84844,0.94616
36.92185,0.94646
36.97264,0.94720
36.90297,0.94725
36.94453,0.94743
37.08482,0.94888
36.93439,0.94778
36.91494,0.94725
36.80543,0.94650
36.74791,0.94625
36.79923,0.94652
36.69302,0.94593
36.73129,0.94593
36.72110,0.94751
36.69720,0.94760
36.76817,0.94786
36.80253,0.94799
36.69950,0.94677
36.87874,0.94738
36.84905,0.94678
36.74070,0.94510
36.93351,0.94697
36.96169,0.94711
36.78663,0.94651
40.58367,0.97269
39.49614,0.96876
44.17988,0.98897
43.69332,0.98719
43.70237,0.98711
44.06509,0.98837
43.52433,0.98698
43.93546,0.98806
43.22792,0.98622
43.56122,0.98725
43.66732,0.98739
43.17590,0.98567
43.48000,0.98685
43.20596,0.98568
43.56650,0.98689
43.49483,0.98621
43.60592,0.98640
43.89539,0.98754
44.17164,0.98752
45.17892,0.98933
45.41758,0.98940
45.52191,0.98981
45.58901,0.98987
47.12898,0.99140
47.40272,0.99204
47.14191,0.99161
47.09239,0.99157
46.85875,0.99123
46.90451,0.99125
47.29110,0.99242
46.63475,0.99130
46.92097,0.99191
