PSNR_YYUV,SSIM (precise)_YYUV
concert_1920x1080_30.yuv,concert_1920x1080_30.yuv
v205_avc_cutoff_0B/concert_1920x1080_30_1M.264,v205_avc_cutoff_0B/concert_1920x1080_30_1M.264
AVG: 30.36164,AVG: 0.90533
36.75289,0.95789
35.11107,0.94845
34.04249,0.94017
33.25417,0.93422
33.25210,0.93424
31.30549,0.92076
30.73634,0.91472
30.81569,0.91390
30.63610,0.91036
30.58590,0.91102
30.91755,0.91520
29.67548,0.90554
29.40670,0.90252
29.20751,0.89845
29.48351,0.89968
29.19241,0.89547
29.55701,0.89892
29.26858,0.89603
29.02715,0.88989
29.23778,0.89222
28.76234,0.88422
28.23012,0.87828
28.48145,0.88075
28.22939,0.87440
28.52769,0.87621
28.44146,0.87253
28.55752,0.87275
28.58811,0.87423
28.65741,0.87511
28.50516,0.87040
28.58057,0.87486
28.19122,0.87010
28.19124,0.87063
28.67781,0.87256
28.74672,0.87343
30.59825,0.89320
32.66661,0.93547
32.67346,0.93521
32.78599,0.93705
32.96376,0.93817
33.03896,0.93910
32.99988,0.93880
33.03616,0.93924
32.87598,0.93717
32.72643,0.93711
32.51981,0.93438
32.72929,0.93597
32.68606,0.93618
32.25843,0.93218
32.24132,0.93428
32.03043,0.93066
32.22488,0.93245
32.31462,0.93328
32.07985,0.93037
32.25891,0.93246
32.15620,0.92975
32.19366,0.93079
32.11352,0.92822
32.22282,0.92962
32.24533,0.92858
35.31057,0.95004
33.79158,0.94192
33.01044,0.93572
32.12251,0.92932
32.12259,0.92933
30.91675,0.91785
30.82367,0.91660
30.67585,0.91321
30.74707,0.91596
30.41220,0.91373
30.76409,0.91901
30.22966,0.91400
29.98337,0.91061
29.96331,0.90945
29.78441,0.90760
29.80231,0.90792
29.97349,0.91034
29.51575,0.90287
29.75123,0.90728
29.64151,0.90494
29.71495,0.90626
29.82909,0.90729
30.14686,0.91138
29.97401,0.91032
30.15378,0.91419
30.08662,0.91184
30.31172,0.91482
30.31884,0.91313
30.46689,0.91534
30.61148,0.91691
30.39041,0.91530
30.45436,0.91586
30.68736,0.91878
