,0
bitrate.csv,0.126512
concert_1920x1080_30_1M.264,1082.44
concert_1920x1080_30_2M.264,2027.73
concert_1920x1080_30_3M.264,3121.86
concert_1920x1080_30_4M.264,4163.59
concert_1920x1080_30_5M.264,4742.04
