PSNR_YYUV,SSIM (precise)_YYUV
BasketballDrive_1920x1080_50.yuv,BasketballDrive_1920x1080_50.yuv
x264/BasketballDrive_1920x1080_50_2M.264,x264/BasketballDrive_1920x1080_50_2M.264
AVG: 30.64118,AVG: 0.85645
34.46910,0.88024
34.75793,0.90142
34.42815,0.89005
34.48269,0.90121
34.18574,0.89076
34.45933,0.90195
34.22846,0.89292
34.54026,0.90521
34.26926,0.89574
34.56489,0.90648
34.35374,0.89858
34.63615,0.90969
34.41659,0.90091
34.19566,0.90575
33.28940,0.89206
32.78503,0.89363
31.96916,0.87986
31.87477,0.88347
31.59399,0.87511
31.81982,0.88208
31.85258,0.87624
32.24919,0.88505
32.20543,0.87804
32.54377,0.88671
32.29010,0.87825
32.36654,0.88516
32.12022,0.87667
32.21729,0.88465
31.92873,0.87615
31.93043,0.88375
31.64398,0.87576
31.60621,0.88363
31.29734,0.87292
31.31925,0.88047
31.12568,0.87121
31.29859,0.88084
31.17043,0.87189
31.30521,0.87989
31.18864,0.87049
31.53056,0.88081
31.36293,0.87114
31.43533,0.87968
31.14052,0.86920
31.08166,0.87423
30.88943,0.86344
30.87562,0.86724
30.48502,0.85326
30.38918,0.85523
29.89542,0.83499
29.93460,0.83774
29.41171,0.81410
29.02244,0.81024
28.54338,0.78973
28.41100,0.79702
28.13856,0.78109
28.27256,0.79321
28.15718,0.78237
28.35327,0.79502
28.20243,0.78382
28.42861,0.79731
28.29498,0.78658
28.48582,0.79924
28.40782,0.78870
28.55227,0.79871
28.44932,0.78783
28.64705,0.79915
28.62030,0.79047
28.90452,0.80248
28.73259,0.79256
28.94506,0.80515
28.89159,0.79918
29.32343,0.81569
29.11592,0.80998
29.57724,0.82995
29.38576,0.82223
29.93913,0.84463
29.81291,0.83734
30.43791,0.85794
30.22022,0.84954
30.78322,0.86730
30.55602,0.85970
31.09178,0.87658
30.92922,0.86961
31.59969,0.88561
31.39764,0.87813
31.88279,0.89207
31.71829,0.88248
32.23203,0.89536
32.11735,0.88673
32.65332,0.89919
32.47184,0.89117
32.87691,0.90210
32.53480,0.89324
32.92428,0.90426
32.72979,0.89730
33.05028,0.90741
32.80645,0.89979
33.20236,0.90905
32.92502,0.90018
32.63621,0.90463
35.12397,0.91631
34.10457,0.91578
33.70815,0.90697
33.37255,0.91012
33.16112,0.90266
33.02840,0.90716
32.76434,0.89827
32.71227,0.90222
32.51477,0.89516
32.54883,0.89898
32.18887,0.89060
32.04949,0.89285
31.85562,0.88383
31.82846,0.88751
31.35179,0.87418
31.37250,0.88010
30.94837,0.86597
30.83801,0.87002
30.72915,0.86112
30.64355,0.86488
30.34874,0.85168
30.37123,0.85611
30.01120,0.84100
29.98215,0.84485
29.78889,0.83264
29.80273,0.83723
29.35903,0.81952
29.44735,0.82906
29.10867,0.81339
29.30593,0.82816
29.11016,0.81557
29.43895,0.83257
29.35336,0.82314
29.55146,0.83477
29.54269,0.82761
29.95169,0.84360
29.75832,0.83208
29.91417,0.84538
29.78562,0.83632
30.02089,0.84801
29.95553,0.84289
30.30498,0.85708
30.10427,0.84776
30.47888,0.86285
30.24368,0.85258
30.55987,0.86484
30.41619,0.85580
30.56892,0.86482
30.38311,0.85423
30.55995,0.86343
30.29243,0.85297
30.48544,0.86263
30.28741,0.85282
30.51667,0.86166
30.30515,0.85154
30.50239,0.86086
30.38342,0.85300
30.45505,0.86044
30.27620,0.85088
30.54251,0.86107
30.41906,0.85295
30.43999,0.85903
30.32018,0.85114
30.52990,0.86095
30.24061,0.84863
30.44293,0.85923
30.20528,0.84748
30.21208,0.85380
30.06626,0.84340
30.23322,0.85395
29.91996,0.84080
30.12148,0.85207
29.86902,0.83996
29.77142,0.84586
29.76480,0.83674
29.78444,0.84294
29.51785,0.82935
29.63984,0.83955
29.46073,0.82726
29.66253,0.83706
29.52252,0.82772
29.78137,0.83805
29.59620,0.82667
29.94407,0.84051
29.78683,0.83035
30.06635,0.84237
29.99007,0.83527
30.25877,0.84583
29.99693,0.83551
30.21840,0.84722
29.97888,0.83668
30.17260,0.84552
29.85066,0.83566
30.16792,0.84829
29.98413,0.83928
30.20829,0.85156
30.05224,0.84267
30.43995,0.85525
30.32734,0.84605
30.12075,0.85414
32.74902,0.88236
32.27460,0.88556
31.84389,0.87722
32.04080,0.88501
31.90371,0.87575
32.05546,0.88334
31.93488,0.87562
31.98744,0.88231
31.75142,0.87241
31.78164,0.88054
31.51962,0.87057
31.42814,0.87549
31.37323,0.86799
31.41011,0.87405
31.19798,0.86468
31.27377,0.87231
31.19382,0.86429
31.21811,0.87022
30.88597,0.85901
31.00846,0.86650
30.81483,0.85591
30.74819,0.86291
30.60560,0.85293
30.57474,0.85875
30.37478,0.84806
30.41659,0.85573
30.24662,0.84498
30.24396,0.84917
30.04961,0.83710
30.09164,0.84215
29.89759,0.83086
30.11910,0.83991
29.95106,0.82840
30.06604,0.83573
29.80414,0.82192
29.87213,0.83019
29.68617,0.81627
29.89363,0.82929
29.67027,0.81644
29.89981,0.83087
29.65706,0.81777
29.86665,0.83104
29.65556,0.81817
29.82829,0.83003
29.61744,0.81835
29.81439,0.82990
29.76414,0.82395
30.20828,0.83965
30.04116,0.83511
29.96616,0.84067
33.08287,0.85535
32.84967,0.86745
32.87688,0.86772
