,0
bitrate.csv,0.309881
Cactus_1920x1080_50_1M.264,985.64
Cactus_1920x1080_50_2M.264,1973.6
Cactus_1920x1080_50_3M.264,3120.2
Cactus_1920x1080_50_4M.264,3833.74
Cactus_1920x1080_50_5M.264,5033.57
