PSNR_YYUV,SSIM (precise)_YYUV
concert_1920x1080_30.yuv,concert_1920x1080_30.yuv
v205_avc_cuton_0B/concert_1920x1080_30_3M.264,v205_avc_cuton_0B/concert_1920x1080_30_3M.264
AVG: 37.48886,AVG: 0.96316
40.68175,0.97682
36.50095,0.95980
36.38761,0.95759
36.17361,0.95563
36.23143,0.95607
36.64621,0.95819
35.99263,0.95435
35.93131,0.95293
35.67216,0.95121
35.62063,0.95189
35.82961,0.95271
36.19566,0.95479
35.98707,0.95458
36.63065,0.95679
36.88918,0.95819
36.81802,0.95769
36.87421,0.95784
37.04424,0.95939
36.96051,0.95836
36.93970,0.95867
36.64244,0.95682
36.51278,0.95540
36.62383,0.95575
37.16180,0.95910
37.21352,0.95999
37.11734,0.95914
37.24165,0.95990
37.29736,0.96046
37.35444,0.96065
37.48530,0.96087
37.66000,0.96298
37.67334,0.96303
37.80559,0.96378
37.85928,0.96294
37.90670,0.96315
38.29601,0.96512
40.84696,0.97985
40.63513,0.97878
40.85783,0.97969
40.73460,0.97919
40.79994,0.97929
40.98046,0.97945
41.31404,0.98040
41.15092,0.97997
40.93542,0.97928
40.98122,0.97973
41.03051,0.97982
41.21319,0.98009
41.31847,0.98076
41.23022,0.98084
41.20144,0.98057
40.83938,0.97940
40.86538,0.97948
40.76821,0.97917
40.27473,0.97780
40.09921,0.97673
39.64066,0.97514
39.54183,0.97446
39.58998,0.97466
39.61090,0.97411
42.28738,0.98199
40.60903,0.97783
40.36193,0.97667
39.73287,0.97467
39.73983,0.97474
39.80715,0.97479
39.05967,0.97205
38.94833,0.97130
38.93516,0.97199
38.50167,0.97109
38.52017,0.97119
38.28076,0.97000
37.50387,0.96591
36.97910,0.96370
36.83390,0.96308
36.68203,0.96185
36.80768,0.96256
36.88303,0.96224
37.06025,0.96338
36.96386,0.96225
37.06711,0.96272
37.09120,0.96293
37.23457,0.96374
37.81787,0.96620
38.07845,0.96769
38.12356,0.96755
38.32125,0.96841
38.37836,0.96855
38.44789,0.96887
38.82061,0.97001
38.91064,0.97098
38.95984,0.97078
39.16558,0.97266
39.17226,0.97215
39.19452,0.97219
39.90790,0.97528
39.97489,0.97599
40.01968,0.97590
40.31489,0.97785
40.40590,0.97777
40.43865,0.97777
40.71854,0.97835
42.42319,0.98478
41.97307,0.98286
42.22482,0.98413
42.15477,0.98378
42.23762,0.98384
42.31808,0.98364
42.68236,0.98491
42.21535,0.98337
42.48379,0.98463
42.12357,0.98314
42.20490,0.98327
43.00040,0.98550
42.82479,0.98463
43.37281,0.98657
43.31113,0.98653
42.94514,0.98532
43.02380,0.98543
43.88740,0.98753
44.95106,0.98825
43.85193,0.98718
43.32050,0.98528
43.61986,0.98615
43.66932,0.98621
43.89500,0.98595
44.16721,0.98774
37.08161,0.94683
35.57541,0.93674
34.99565,0.93201
35.01210,0.93193
34.69034,0.92934
34.18788,0.92468
34.09186,0.92358
33.84544,0.92038
33.88272,0.91997
33.97053,0.92039
34.22689,0.92283
34.15475,0.92156
34.04472,0.91913
34.17457,0.92051
34.13679,0.91921
34.20168,0.91985
34.61151,0.92331
34.70978,0.92390
34.79475,0.92444
34.80513,0.92372
34.74810,0.92298
34.80471,0.92338
35.24346,0.92793
35.30740,0.92921
35.32423,0.92993
35.37492,0.93040
35.45528,0.93152
35.48982,0.93172
35.77029,0.93410
35.81927,0.93420
35.87988,0.93448
36.01002,0.93643
35.94027,0.93668
35.97208,0.93689
36.77007,0.94440
36.71192,0.94448
36.74384,0.94460
36.66021,0.94414
36.60748,0.94405
36.64540,0.94425
36.84728,0.94607
36.94596,0.94679
36.97621,0.94878
37.06630,0.94973
37.14180,0.95046
37.18706,0.95065
37.55455,0.95307
37.50134,0.95266
37.16875,0.95009
36.23708,0.94242
34.67429,0.93064
34.70626,0.93068
34.76193,0.93079
37.86394,0.95513
36.35266,0.94610
38.11607,0.97241
37.57892,0.97008
37.74147,0.97059
38.32931,0.97312
37.67896,0.97106
36.87601,0.96786
36.70827,0.96618
36.59115,0.96519
36.80350,0.96612
37.18701,0.96658
37.23975,0.96748
37.24643,0.96798
37.31173,0.96805
37.48755,0.96854
37.80349,0.96982
38.34426,0.97282
38.49995,0.97346
38.58827,0.97423
38.57326,0.97414
38.24214,0.97275
38.45065,0.97345
39.04059,0.97513
38.88424,0.97433
38.90174,0.97414
38.78898,0.97407
38.73116,0.97374
38.88635,0.97426
39.61516,0.97728
39.38294,0.97634
39.50098,0.97700
39.52471,0.97709
39.69192,0.97804
39.86600,0.97852
40.15455,0.97908
40.60668,0.98122
40.54318,0.98106
40.68892,0.98214
40.32005,0.98039
40.41615,0.98061
41.33975,0.98308
40.79532,0.98100
41.09832,0.98206
40.92319,0.98137
41.16474,0.98251
41.23714,0.98262
41.42092,0.98235
