,0
bitrate.csv,0.138824
lol_1920x1080_25_1M.264,1036.73
lol_1920x1080_25_2M.264,2017.38
lol_1920x1080_25_3M.264,3146.89
lol_1920x1080_25_4M.264,4218.57
lol_1920x1080_25_5M.264,5224.06
