PSNR_YYUV,SSIM (precise)_YYUV
lol_1920x1080_25.yuv,lol_1920x1080_25.yuv
v205_avc_cuton_3B/lol_1920x1080_25_1M.264,v205_avc_cuton_3B/lol_1920x1080_25_1M.264
AVG: 31.26394,AVG: 0.92818
32.26828,0.93830
30.03888,0.90571
29.98979,0.90477
30.47226,0.91083
31.80880,0.93050
31.67596,0.92913
30.99050,0.91945
30.68462,0.91434
31.23512,0.92222
30.32449,0.91033
29.93962,0.90638
30.18187,0.90735
31.24693,0.92304
29.57677,0.90172
29.42101,0.90133
29.50936,0.90070
31.09704,0.92191
29.61084,0.91580
29.65823,0.91597
29.77255,0.91585
31.21432,0.93232
30.15614,0.92197
30.25863,0.92399
30.25710,0.92269
30.99433,0.92911
31.11977,0.92953
30.63626,0.92404
30.88069,0.92752
31.07884,0.92957
31.10287,0.92951
30.98733,0.92765
31.06718,0.92916
31.15752,0.92900
31.20656,0.92953
31.13703,0.92767
31.13929,0.92808
31.47575,0.93167
31.45142,0.93054
31.42062,0.92972
31.50165,0.93140
31.75536,0.93462
31.60539,0.93159
31.57330,0.93065
31.56575,0.93053
31.96792,0.93593
31.88004,0.93407
31.81828,0.93193
31.71989,0.93070
31.94860,0.93372
35.88501,0.96456
36.78607,0.96862
36.09369,0.96479
36.07380,0.96465
35.95753,0.96389
36.20610,0.96516
35.95091,0.96367
35.87111,0.96318
35.50038,0.96129
35.86210,0.96312
35.59546,0.96113
35.48965,0.96007
35.33962,0.95903
35.68423,0.96104
35.48129,0.95987
35.43838,0.95968
35.46571,0.95937
35.81839,0.96183
35.84546,0.96204
35.47443,0.95997
35.48465,0.95971
35.86593,0.96196
35.51325,0.96008
35.47873,0.95965
35.46949,0.95966
35.81246,0.96154
35.56255,0.96101
35.39989,0.95868
35.60975,0.96019
35.81039,0.96249
35.83031,0.96253
35.76239,0.96169
35.55516,0.95817
35.68124,0.95964
35.27528,0.95677
35.18221,0.95678
35.04935,0.95493
35.90403,0.96276
35.06707,0.95560
34.95491,0.95635
35.43728,0.95907
35.96679,0.96330
35.35418,0.95838
35.09814,0.95541
35.27589,0.95755
35.74016,0.96142
35.19499,0.95689
34.97223,0.95488
34.97822,0.95416
35.65047,0.96083
37.19155,0.96611
38.20739,0.97385
35.00311,0.95431
35.00342,0.95457
35.97443,0.96230
36.51310,0.96510
34.85179,0.95820
34.56860,0.95398
34.82619,0.95656
35.93628,0.96331
33.87112,0.94493
33.88218,0.94578
34.06145,0.94756
35.56670,0.96005
33.58588,0.94329
33.52318,0.94342
33.92274,0.94763
35.17473,0.95791
33.09893,0.93938
33.17567,0.94090
33.86378,0.94661
34.81593,0.95467
32.69693,0.93706
32.51198,0.93668
32.73946,0.93893
34.23749,0.95185
32.75441,0.93839
31.84437,0.92992
31.59346,0.93210
33.76278,0.95035
32.14756,0.93584
32.14772,0.93573
32.49582,0.93782
33.24094,0.94419
32.09827,0.93371
32.11192,0.93425
32.21142,0.93530
33.16862,0.94306
30.97767,0.92214
30.65676,0.91887
30.39841,0.91690
32.76186,0.93996
30.00677,0.91702
29.98312,0.91688
30.07473,0.91841
32.00867,0.93478
29.56639,0.91419
29.34646,0.91520
29.99406,0.92217
31.81173,0.93740
29.09076,0.91095
29.24435,0.90613
27.87609,0.88159
27.29250,0.87403
27.24974,0.87430
28.29844,0.88928
27.52414,0.87626
26.96393,0.86755
27.12197,0.86968
28.20535,0.88603
27.10410,0.86789
26.95470,0.86603
27.03712,0.86694
28.20247,0.88379
27.42707,0.86941
26.75658,0.86033
27.00410,0.86580
27.86558,0.86890
27.04378,0.86314
27.03605,0.86295
27.30022,0.87865
28.27756,0.89426
27.61697,0.88357
27.81038,0.88513
27.98647,0.88766
28.15417,0.89108
28.18586,0.88896
28.15397,0.88786
28.11432,0.88702
28.41717,0.89238
28.39194,0.89071
28.45394,0.89107
28.41455,0.89063
28.58968,0.89283
28.64453,0.89274
28.65760,0.89352
28.63905,0.89313
28.81272,0.89541
28.95518,0.89745
28.94370,0.89721
28.99063,0.89693
29.03653,0.89750
29.22708,0.89932
29.20802,0.89798
29.19177,0.89743
29.44828,0.90104
29.40420,0.90040
29.40568,0.89965
29.31177,0.89827
29.46095,0.90050
33.69089,0.94917
34.52844,0.95524
33.63433,0.94677
33.50129,0.94610
33.41956,0.94376
33.74459,0.94817
32.53938,0.93288
32.08229,0.92808
32.12977,0.92799
33.47058,0.94286
31.28794,0.91880
31.20238,0.91801
31.32353,0.91884
33.22312,0.93992
30.73807,0.91268
30.57137,0.91083
30.76681,0.91341
32.53899,0.93183
30.61776,0.91050
30.81414,0.91528
31.07794,0.91641
32.42795,0.92950
30.74901,0.91008
30.44798,0.90620
30.45749,0.90516
32.10806,0.92058
31.91733,0.91924
31.92255,0.91927
31.90240,0.91859
32.06930,0.92015
32.01238,0.91908
31.95861,0.91876
31.95421,0.91867
32.08974,0.91972
32.16571,0.92042
32.17598,0.92101
32.21606,0.92121
32.34949,0.92289
32.34029,0.92212
32.44031,0.92529
32.44080,0.92287
32.88869,0.93100
32.43927,0.92328
32.51046,0.92597
32.52445,0.92577
33.08514,0.93235
32.78562,0.92832
32.96887,0.93240
32.94383,0.93235
33.22243,0.93688
33.16361,0.93344
36.07996,0.96914
36.05014,0.96869
35.84744,0.96723
34.64580,0.95797
34.68523,0.95820
