PSNR_YYUV,SSIM (precise)_YYUV
Cactus_1920x1080_50.yuv,Cactus_1920x1080_50.yuv
v205_avc_cuton_3B/Cactus_1920x1080_50_1M.264,v205_avc_cuton_3B/Cactus_1920x1080_50_1M.264
AVG: 29.77716,AVG: 0.82254
31.76431,0.84080
31.28974,0.84716
30.92507,0.83575
31.14258,0.84858
31.38783,0.84312
30.94682,0.84239
30.54890,0.82866
30.57931,0.83616
30.58276,0.82966
30.27777,0.83046
30.05484,0.82036
30.27208,0.83054
30.60109,0.82877
30.32260,0.83147
30.03022,0.82135
30.04885,0.82978
30.07786,0.82420
29.87154,0.82701
29.65087,0.81726
29.78750,0.82666
30.12230,0.82458
29.89611,0.82819
29.58389,0.81690
29.76256,0.82683
29.77932,0.82046
29.37436,0.82048
29.17080,0.81042
29.55709,0.82338
29.80583,0.82088
29.63381,0.82455
29.22692,0.81154
29.30325,0.82051
29.28141,0.81352
29.37472,0.81951
29.21152,0.80997
29.42347,0.82078
29.47699,0.81583
29.50175,0.82228
29.20159,0.80985
29.56437,0.82352
29.90210,0.82211
29.68324,0.82448
29.33426,0.81108
29.53229,0.82078
29.60955,0.81558
29.27709,0.81734
29.00301,0.80717
29.22058,0.81731
29.87455,0.81930
29.35785,0.81740
29.04740,0.80503
29.13597,0.81211
29.17553,0.80525
29.21956,0.81043
28.97733,0.80021
29.09747,0.80958
29.16548,0.80561
28.99681,0.80968
28.81473,0.80148
29.00919,0.81272
29.38476,0.81297
29.03800,0.81365
28.79156,0.80299
28.86671,0.81124
28.94184,0.80501
28.96157,0.80915
28.75349,0.79846
28.92343,0.80766
29.07641,0.80413
28.72067,0.80442
28.51357,0.79519
28.74447,0.80573
29.21771,0.80613
28.77710,0.80512
28.45635,0.79308
28.63194,0.80244
28.77011,0.79719
28.71453,0.80089
28.51133,0.79133
28.70445,0.80171
28.85758,0.79819
28.56855,0.79785
28.41320,0.78843
28.78514,0.80211
29.04772,0.80073
28.87569,0.80377
28.50790,0.79132
28.54737,0.79883
28.55607,0.79291
28.76524,0.80056
28.54685,0.79102
28.72096,0.80123
28.75639,0.79552
28.87408,0.80275
28.57632,0.79056
28.79859,0.80244
29.06283,0.80157
29.57874,0.81947
29.75478,0.81789
30.37887,0.83860
31.64412,0.85331
30.87710,0.84786
30.34657,0.83211
30.40623,0.83940
30.39348,0.83231
30.21898,0.83363
29.94631,0.82227
30.24938,0.83374
30.41087,0.83086
30.10468,0.83223
29.80525,0.82133
30.03468,0.83295
30.18888,0.82918
30.01689,0.83091
29.74466,0.81909
29.93264,0.82842
30.11724,0.82397
30.00147,0.82607
29.73974,0.81501
29.94893,0.82552
30.04057,0.82079
29.97969,0.82421
29.76214,0.81408
30.05978,0.82698
30.22545,0.82440
30.05644,0.82784
29.78841,0.81868
30.11544,0.83150
30.26994,0.82799
29.98783,0.82953
29.68727,0.81838
29.92936,0.82963
30.20913,0.82774
29.74134,0.82764
29.48831,0.81649
29.74482,0.82891
29.96055,0.82460
29.69489,0.82619
29.37984,0.81411
29.59431,0.82468
29.52293,0.81679
29.53786,0.82124
29.32590,0.81156
29.55597,0.82225
29.73067,0.81867
29.85092,0.82582
29.57408,0.81508
29.93063,0.82876
30.20744,0.82653
30.03815,0.83083
29.68616,0.81812
29.89468,0.82847
30.12323,0.82482
29.80396,0.82660
29.49739,0.81424
29.81207,0.82576
30.15793,0.82403
29.88302,0.82516
29.57151,0.81286
29.78506,0.82322
29.97635,0.81844
30.07060,0.82470
29.87808,0.81448
30.08273,0.82425
30.16395,0.81924
30.04549,0.82325
29.75933,0.81296
30.04103,0.82478
30.36587,0.82528
30.01491,0.82715
29.77235,0.81737
29.95083,0.82901
30.23873,0.82612
30.02678,0.82803
29.71346,0.81632
29.87160,0.82472
30.04027,0.82047
29.84238,0.82257
29.62115,0.81280
29.74468,0.82310
30.17006,0.82247
29.90240,0.82439
29.70066,0.81554
29.82018,0.82524
29.92404,0.81985
29.67747,0.82228
29.45982,0.81245
29.70423,0.82354
30.10401,0.82259
29.82067,0.82492
29.52377,0.81318
29.77200,0.82539
29.85293,0.81966
29.75303,0.82454
29.51309,0.81457
29.76099,0.82575
29.82742,0.82016
30.41386,0.83818
30.48623,0.83434
31.16514,0.85307
31.94667,0.85843
31.45839,0.85774
30.72895,0.84138
30.83436,0.84863
30.83587,0.84160
30.74720,0.84581
30.49258,0.83486
30.67529,0.84492
30.78614,0.83993
30.52120,0.84297
30.23554,0.83348
30.49612,0.84329
30.83522,0.84041
30.60046,0.84351
30.31006,0.83337
30.45467,0.84194
30.58244,0.83753
30.49893,0.84201
30.24733,0.83306
30.49467,0.84375
30.79043,0.84256
30.61626,0.84547
30.31261,0.83477
30.46926,0.84434
30.54522,0.83848
30.44976,0.84056
30.19165,0.83006
30.41298,0.84009
30.70076,0.83774
30.51067,0.83967
30.28847,0.83005
30.51810,0.84073
30.58380,0.83481
30.49560,0.83999
30.26011,0.83100
30.44184,0.84122
30.76379,0.83951
30.58638,0.84235
30.25986,0.83157
30.41051,0.84032
30.50149,0.83517
30.35190,0.83926
30.08995,0.82933
30.30399,0.84002
30.67405,0.83879
30.27148,0.83918
29.93842,0.82887
30.23331,0.83908
30.43308,0.83830
29.50901,0.82723
27.85268,0.74446
29.16075,0.78193
29.18206,0.78200
