PSNR_YYUV,SSIM (precise)_YYUV
concert_1920x1080_30.yuv,concert_1920x1080_30.yuv
x264/concert_1920x1080_30_4M.264,x264/concert_1920x1080_30_4M.264
AVG: 40.00406,AVG: 0.97809
45.12071,0.98963
45.36164,0.99033
45.16508,0.98966
45.94315,0.99089
45.96445,0.99093
45.18385,0.98948
44.59685,0.98889
44.99379,0.98905
45.12547,0.98938
45.30700,0.98952
45.33461,0.98958
44.88134,0.98964
42.73690,0.98581
40.87767,0.98186
40.15839,0.97915
40.21667,0.97929
40.39957,0.97976
39.50462,0.97582
38.37993,0.97057
38.80222,0.97161
38.66957,0.97128
38.72720,0.97139
38.82538,0.97183
38.43609,0.97059
38.30343,0.97030
38.35286,0.96996
38.04165,0.96904
38.07037,0.96898
38.12751,0.96922
36.81544,0.96121
37.28328,0.96439
37.05598,0.96343
37.27477,0.96437
37.55037,0.96485
37.58179,0.96499
36.86067,0.96132
43.83619,0.98900
40.27243,0.98130
40.05973,0.98028
40.07267,0.97972
39.95995,0.97947
39.76580,0.97863
40.04068,0.97938
40.06337,0.97862
39.84007,0.97756
40.47141,0.98005
40.53473,0.98021
40.15548,0.97967
40.24303,0.97913
40.21687,0.98014
40.11200,0.97894
40.09669,0.97879
40.15906,0.97893
39.75564,0.97766
39.79572,0.97833
39.77608,0.97710
39.46072,0.97652
39.49293,0.97581
39.41164,0.97558
39.24484,0.97476
39.55103,0.97661
39.35967,0.97615
39.79135,0.97695
40.07295,0.97779
40.12600,0.97793
39.75769,0.97699
39.65849,0.97637
39.83720,0.97662
39.98177,0.97709
40.98103,0.98093
41.02342,0.98103
40.66819,0.97964
40.38586,0.97876
40.65055,0.97926
40.74804,0.97950
40.74135,0.97926
40.81769,0.97942
39.38151,0.97529
39.73232,0.97592
39.90672,0.97628
40.03235,0.97692
40.56976,0.97830
40.45643,0.97807
40.55246,0.97847
40.76183,0.97981
40.88697,0.97928
41.34989,0.98074
41.87165,0.98172
41.93075,0.98181
41.53123,0.98102
41.37347,0.98063
41.19160,0.97987
42.92282,0.98511
42.01061,0.98260
42.07710,0.98271
41.42380,0.98149
40.94840,0.98061
41.15304,0.98094
41.69701,0.98348
42.19008,0.98420
42.23908,0.98428
41.52765,0.98233
45.41990,0.99116
43.09119,0.98669
43.45929,0.98801
43.92184,0.98844
44.01688,0.98851
42.53482,0.98535
42.78560,0.98634
42.16422,0.98466
42.65899,0.98628
42.82794,0.98574
42.87733,0.98583
42.32927,0.98564
42.14443,0.98451
42.62040,0.98660
42.66951,0.98675
42.93155,0.98666
42.98769,0.98675
42.46555,0.98623
42.03764,0.98458
42.28473,0.98571
41.80816,0.98354
43.18010,0.98658
43.24482,0.98666
42.13802,0.98382
42.50891,0.98608
41.67868,0.98184
39.90955,0.97673
40.63151,0.97884
40.66164,0.97892
39.46360,0.97473
39.78283,0.97555
38.77480,0.97198
38.78009,0.97088
39.30169,0.97331
39.35183,0.97350
38.49626,0.97058
38.39102,0.96924
37.77386,0.96625
37.91732,0.96636
38.19609,0.96701
38.22864,0.96720
37.51667,0.96427
37.83483,0.96416
37.48058,0.96319
37.93772,0.96357
38.64712,0.96739
38.68333,0.96761
38.22315,0.96562
38.36041,0.96589
38.15635,0.96573
38.27048,0.96581
38.47540,0.96663
38.51497,0.96685
37.73828,0.96380
37.98429,0.96365
38.10378,0.96438
37.87849,0.96421
38.69202,0.96714
38.72585,0.96732
38.34940,0.96616
38.25940,0.96632
38.54005,0.96672
38.49794,0.96756
38.88439,0.96856
38.92539,0.96876
38.20443,0.96632
38.23879,0.96573
37.92525,0.96578
38.18914,0.96638
38.32513,0.96632
38.35180,0.96646
37.43451,0.96125
36.93834,0.95837
37.20571,0.95825
37.27349,0.95881
38.15318,0.96388
38.18871,0.96405
37.43282,0.96072
37.44227,0.96069
37.16061,0.95918
42.18006,0.98675
44.11401,0.98826
44.12732,0.98828
41.81841,0.98484
41.43188,0.98383
41.69445,0.98499
41.09064,0.98298
42.47797,0.98633
42.53563,0.98642
41.10182,0.98212
41.37364,0.98366
41.01398,0.98217
41.57455,0.98420
42.34822,0.98493
42.39224,0.98504
41.80879,0.98455
41.73096,0.98390
42.15874,0.98524
41.99062,0.98469
43.03012,0.98707
43.09621,0.98717
41.49047,0.98369
43.92729,0.98867
42.11727,0.98493
42.05037,0.98514
42.43162,0.98557
42.48542,0.98567
41.50423,0.98440
40.83675,0.98227
40.92392,0.98324
40.89636,0.98273
42.27140,0.98632
42.31844,0.98639
41.29272,0.98377
41.72056,0.98571
41.55053,0.98486
41.89381,0.98624
42.27475,0.98603
42.32579,0.98612
41.58613,0.98477
40.87708,0.98235
41.18174,0.98373
41.13064,0.98317
42.44617,0.98667
42.49799,0.98675
41.22929,0.98314
41.32962,0.98480
40.98449,0.98306
41.89250,0.98567
42.34299,0.98627
42.39095,0.98636
40.75943,0.98230
43.32072,0.98800
41.21980,0.98349
41.41777,0.98688
39.01187,0.97954
39.05099,0.97966
36.41565,0.96721
35.88272,0.96468
36.75896,0.96782
36.72950,0.96682
36.79036,0.96831
36.68646,0.96786
36.98963,0.96793
36.89621,0.96677
37.13811,0.97031
36.88107,0.96795
37.80255,0.97248
37.84504,0.97269
36.23434,0.96498
37.08844,0.96853
37.16430,0.96982
37.56182,0.97239
38.21608,0.97433
38.24523,0.97444
37.37397,0.97044
37.48255,0.97184
37.27954,0.96955
