PSNR_YYUV,SSIM (precise)_YYUV
BasketballDrive_1920x1080_50.yuv,BasketballDrive_1920x1080_50.yuv
v205_avc_cutoff_3B/BasketballDrive_1920x1080_50_1M.264,v205_avc_cutoff_3B/BasketballDrive_1920x1080_50_1M.264
AVG: 28.15785,AVG: 0.81072
33.68887,0.86381
32.34027,0.86923
31.59488,0.85149
32.00928,0.86667
33.10321,0.86891
30.75257,0.85454
30.07211,0.83776
30.70534,0.85541
32.30387,0.86419
29.92286,0.84845
29.21985,0.83309
29.56297,0.84621
30.84023,0.85135
29.33640,0.84216
28.76557,0.82707
28.91245,0.83691
30.25941,0.84659
28.78322,0.83853
28.38624,0.82665
28.82713,0.83985
30.26072,0.84955
29.08895,0.84350
28.59233,0.83074
28.98319,0.84261
30.50227,0.85356
29.16298,0.84419
28.61108,0.83051
28.88720,0.84178
30.31171,0.85230
28.78616,0.84062
28.11946,0.82490
28.42012,0.83734
29.86637,0.84933
28.35158,0.83209
27.76308,0.81581
28.26443,0.83117
29.69946,0.84605
28.25924,0.83016
27.73894,0.81327
28.29692,0.82926
29.83926,0.84571
28.51262,0.83257
27.82557,0.81424
28.28307,0.82597
29.62670,0.84089
28.25567,0.81924
27.42659,0.79964
27.93775,0.81218
28.84823,0.81309
27.64801,0.79469
27.20164,0.77003
27.13724,0.77061
27.50708,0.76305
26.67014,0.75555
26.23063,0.73441
26.47868,0.74861
26.95610,0.74758
26.70130,0.75318
26.40168,0.73724
26.69083,0.75217
27.24104,0.75362
26.79660,0.75571
26.54839,0.74161
26.86094,0.75586
27.36510,0.75412
26.94650,0.75615
26.72603,0.74191
27.10851,0.75915
27.58683,0.75731
27.02607,0.75679
26.93505,0.74795
27.36084,0.76991
28.11597,0.77955
27.37586,0.78130
27.17274,0.77400
27.84412,0.80331
28.94732,0.81845
28.12171,0.81800
27.55981,0.80317
28.17329,0.82523
29.44928,0.84023
28.49170,0.83565
27.68795,0.81898
28.30854,0.83757
29.90631,0.85742
28.81422,0.84909
28.15159,0.83516
28.72687,0.85385
30.48962,0.87087
29.23142,0.86460
28.52105,0.84891
28.89707,0.86574
30.75488,0.87900
29.43285,0.87280
28.77124,0.85975
29.14123,0.87323
31.24285,0.88861
29.69656,0.87790
28.98137,0.86256
29.54520,0.87649
32.61473,0.90002
29.75301,0.87645
29.07523,0.86099
29.43574,0.87247
31.32935,0.88584
29.67790,0.87275
29.12678,0.86022
29.42178,0.87011
30.85303,0.87923
29.44998,0.86731
28.81780,0.85334
29.20246,0.86318
30.35065,0.86850
29.30065,0.85755
28.43411,0.83779
28.85479,0.84827
29.42272,0.84630
28.42655,0.83583
28.06610,0.82377
28.24247,0.83084
28.74459,0.82813
28.07470,0.82161
27.68685,0.80440
27.67950,0.80888
28.10901,0.80519
27.48303,0.79850
27.20182,0.78135
27.22919,0.79012
27.57873,0.78398
27.30695,0.78979
26.94354,0.77276
27.27309,0.79174
27.87339,0.79079
27.63228,0.79606
27.29266,0.78367
27.75596,0.80168
28.04465,0.79686
27.92225,0.80435
27.66216,0.79283
27.94458,0.80715
28.31153,0.80693
28.05062,0.81316
27.70378,0.79885
28.11892,0.81709
28.42987,0.81270
28.06823,0.81420
27.81807,0.80225
28.12315,0.81506
28.43360,0.81026
27.91097,0.80736
27.65085,0.79411
27.84816,0.80657
28.23545,0.80508
27.79206,0.80403
27.46778,0.78985
27.73290,0.80330
28.14642,0.80256
27.70356,0.80196
27.45996,0.78978
27.62994,0.80220
28.10785,0.80198
27.61168,0.79992
27.49227,0.79101
27.59550,0.80153
27.90473,0.79666
27.40674,0.79661
27.14736,0.78157
27.18619,0.79199
27.68549,0.79045
27.26679,0.78907
26.93943,0.77312
27.22641,0.78905
27.68460,0.78745
27.11935,0.78427
26.88519,0.76901
26.99699,0.78150
27.46156,0.77779
27.00473,0.77877
26.71882,0.76213
26.96737,0.77712
27.54549,0.77792
27.01653,0.77690
26.59098,0.75852
27.04298,0.77867
27.71165,0.78128
27.20720,0.78022
26.89115,0.76732
27.16477,0.78306
27.84475,0.78590
27.16904,0.78149
26.79462,0.76579
27.02332,0.77936
27.82028,0.78631
27.21019,0.78376
26.87393,0.76933
27.24435,0.78700
27.95160,0.79171
27.55584,0.78403
27.34747,0.77112
28.54112,0.80908
31.17450,0.85129
29.46778,0.83583
28.71731,0.82054
29.34416,0.84013
29.98108,0.83818
28.96209,0.83068
28.68733,0.81936
29.05414,0.83509
29.72136,0.83416
28.84464,0.82848
28.35625,0.81200
28.69258,0.82642
29.28694,0.82538
28.68481,0.82346
28.34464,0.80919
28.68013,0.82490
29.09968,0.82168
28.43964,0.81737
28.00609,0.80108
28.44181,0.81734
28.82113,0.81321
28.17745,0.81105
27.85214,0.79771
27.99059,0.80871
28.56390,0.80910
27.89890,0.80398
27.43872,0.78740
27.66806,0.79836
28.23028,0.79672
27.63292,0.79159
27.19711,0.77197
27.53485,0.78695
27.99011,0.78445
27.33397,0.77895
26.93652,0.75842
27.16986,0.77398
27.72001,0.77048
27.35688,0.77452
27.15537,0.75897
27.37577,0.77513
27.72367,0.77065
27.47593,0.77681
27.25513,0.76147
27.50758,0.77586
27.88217,0.77327
27.34314,0.77391
27.20172,0.76287
27.59628,0.78245
28.48298,0.79245
28.03880,0.79019
27.72611,0.78693
30.18663,0.83157
30.11066,0.83177
