PSNR_YYUV,SSIM (precise)_YYUV
Cactus_1920x1080_50.yuv,Cactus_1920x1080_50.yuv
x264/Cactus_1920x1080_50_5M.264,x264/Cactus_1920x1080_50_5M.264
AVG: 35.89038,AVG: 0.92756
37.52341,0.93023
38.07957,0.94365
37.45742,0.93559
37.91394,0.94492
37.36617,0.93674
37.83721,0.94511
37.33047,0.93746
37.85315,0.94669
37.44337,0.93990
37.93069,0.94791
37.48055,0.94040
37.93678,0.94785
37.45799,0.94071
36.87962,0.94116
35.57562,0.92701
35.15071,0.92755
34.01342,0.91371
34.33910,0.91843
33.94585,0.90920
34.27655,0.91602
33.91746,0.90731
34.39378,0.91621
33.97821,0.90690
34.39353,0.91632
34.03933,0.90680
34.48278,0.91661
34.18001,0.90790
34.68884,0.91842
34.25990,0.90910
34.79348,0.92039
34.32100,0.91101
34.55126,0.91902
34.14964,0.91014
34.71589,0.92060
34.47704,0.91251
34.99569,0.92265
34.57986,0.91306
35.16350,0.92383
34.70600,0.91373
35.33175,0.92504
34.84069,0.91479
35.40820,0.92496
34.87173,0.91447
35.48970,0.92483
34.92785,0.91495
35.64368,0.92648
35.14587,0.91710
35.78476,0.92766
35.20470,0.91796
35.84551,0.92807
35.28363,0.91866
35.91217,0.92820
35.29506,0.91836
35.88803,0.92800
35.32566,0.91875
35.92683,0.92887
35.37965,0.91986
35.99306,0.92914
35.41240,0.92006
36.03617,0.92979
35.49379,0.92157
36.05264,0.93070
35.46865,0.92129
36.07385,0.93043
35.41002,0.92075
36.06364,0.93040
35.47662,0.92116
36.06150,0.93095
35.37997,0.92068
35.96531,0.93030
35.34859,0.92061
36.01085,0.93078
35.34247,0.92029
36.02668,0.93045
35.33278,0.91993
36.06671,0.93092
35.35729,0.92030
36.07297,0.93162
35.35102,0.92100
36.07069,0.93199
35.38174,0.92154
36.08876,0.93240
35.37346,0.92179
36.10923,0.93254
35.35249,0.92126
36.02071,0.93183
35.26887,0.92099
35.90509,0.93126
35.31003,0.92175
36.03622,0.93276
35.39423,0.92287
36.05139,0.93298
35.33493,0.92208
36.06021,0.93277
35.35653,0.92196
36.04450,0.93245
35.38215,0.92239
36.05795,0.93248
35.35970,0.92179
36.01824,0.93207
37.38801,0.94148
37.16389,0.94329
36.35413,0.93221
36.73202,0.93910
36.18102,0.93078
36.59781,0.93781
36.18316,0.92980
36.66470,0.93740
36.22580,0.92956
36.67097,0.93738
36.21867,0.92983
36.66381,0.93773
36.14053,0.92941
36.35138,0.93464
35.77571,0.92509
36.14109,0.93199
35.70556,0.92377
36.11747,0.93153
35.66174,0.92308
36.13216,0.93196
35.64485,0.92288
36.01190,0.93010
35.58216,0.92168
36.06475,0.93038
35.62966,0.92185
36.06105,0.93022
35.66555,0.92255
36.08186,0.93090
35.71528,0.92300
36.09406,0.93074
35.65991,0.92248
36.05442,0.93029
35.61428,0.92189
36.02169,0.93096
35.66102,0.92273
36.11421,0.93245
35.69489,0.92350
36.09611,0.93253
35.64553,0.92354
36.04682,0.93183
35.54179,0.92254
35.82847,0.92981
35.42614,0.92138
35.87507,0.92960
35.53161,0.92213
36.06708,0.93137
35.57426,0.92212
36.05930,0.93113
35.63464,0.92231
36.12628,0.93133
35.70770,0.92227
36.14668,0.93081
35.74257,0.92227
36.20423,0.93092
35.77727,0.92249
36.25612,0.93126
35.85769,0.92326
36.23125,0.93104
35.88787,0.92317
36.28994,0.93142
35.95049,0.92342
36.37725,0.93138
35.97657,0.92308
36.31215,0.93075
35.96987,0.92333
36.32904,0.93098
35.90513,0.92326
36.32912,0.93100
35.99109,0.92336
36.36666,0.93142
36.03837,0.92433
36.45729,0.93297
36.12888,0.92589
36.48783,0.93281
36.11942,0.92582
36.45564,0.93240
36.12597,0.92547
36.48984,0.93319
36.08410,0.92546
36.37321,0.93283
36.03522,0.92508
36.34162,0.93224
36.08815,0.92544
36.42849,0.93306
36.07369,0.92547
36.35903,0.93238
36.05882,0.92545
36.38790,0.93310
36.08116,0.92611
36.48555,0.93434
36.08999,0.92629
36.49654,0.93462
36.08944,0.92632
36.46729,0.93464
36.04374,0.92662
36.48188,0.93515
36.00173,0.92667
36.21596,0.93297
35.70657,0.92380
36.41240,0.93504
37.80028,0.94375
37.53585,0.94599
36.59255,0.93437
36.91102,0.94083
36.43633,0.93209
36.89357,0.93988
36.46299,0.93169
36.83282,0.93872
36.36766,0.93037
36.68918,0.93765
36.34229,0.93015
36.71265,0.93752
36.37322,0.92980
36.57669,0.93593
36.16156,0.92875
36.51635,0.93599
36.18959,0.92849
36.60884,0.93606
36.30296,0.92883
36.66025,0.93603
36.32180,0.92901
36.66234,0.93585
36.25768,0.92853
36.57672,0.93583
36.16625,0.92790
36.57223,0.93476
36.18175,0.92720
36.64409,0.93597
36.20216,0.92813
36.62393,0.93571
36.28197,0.92785
36.71495,0.93572
36.29045,0.92765
36.73237,0.93590
36.36019,0.92858
36.76147,0.93640
36.37977,0.92910
36.67956,0.93585
36.28625,0.92815
36.61089,0.93516
36.21863,0.92741
36.58313,0.93490
36.16294,0.92717
36.49271,0.93494
36.14120,0.92744
36.46788,0.93512
36.02575,0.92740
36.22108,0.93376
35.74500,0.92724
35.47542,0.92765
34.08144,0.87231
34.13979,0.88615
34.15101,0.88622
