PSNR_YYUV,SSIM (precise)_YYUV
lol_1920x1080_25.yuv,lol_1920x1080_25.yuv
x264/lol_1920x1080_25_2M.264,x264/lol_1920x1080_25_2M.264
AVG: 38.72142,AVG: 0.97814
41.69563,0.98554
41.47525,0.98449
41.47548,0.98459
41.73518,0.98548
41.78435,0.98511
41.79416,0.98521
41.17576,0.98394
41.68125,0.98500
41.64721,0.98450
41.00724,0.98343
41.39551,0.98408
41.57043,0.98429
41.96885,0.98497
40.90517,0.98328
39.32653,0.97867
38.34186,0.97449
35.69613,0.96280
36.48430,0.96761
36.29463,0.96513
36.27819,0.96518
36.88697,0.96876
37.36813,0.97212
37.39080,0.97152
37.07464,0.97009
37.84343,0.97463
37.87552,0.97471
37.54439,0.97237
37.83071,0.97387
38.09227,0.97549
37.97725,0.97448
37.86581,0.97390
37.96720,0.97414
37.89179,0.97398
37.91838,0.97361
37.92607,0.97385
37.62445,0.97235
37.63017,0.97351
37.45335,0.97236
37.76163,0.97388
37.72276,0.97332
37.76741,0.97402
37.68809,0.97337
37.80091,0.97417
37.75347,0.97357
37.94280,0.97478
37.84257,0.97403
38.06150,0.97473
37.80714,0.97401
38.32538,0.97579
37.50299,0.97323
38.60694,0.97941
38.40970,0.97877
38.46894,0.97890
38.04279,0.97745
38.19250,0.97775
38.21755,0.97804
38.06706,0.97772
37.79587,0.97719
38.04286,0.97734
38.17709,0.97733
38.03019,0.97694
37.90244,0.97679
38.10988,0.97721
38.26227,0.97769
37.95771,0.97686
37.91534,0.97636
37.92738,0.97633
37.97416,0.97645
37.62073,0.97540
37.75748,0.97566
37.43991,0.97438
37.68143,0.97531
37.54544,0.97482
37.75019,0.97558
37.40710,0.97365
37.75461,0.97560
37.64405,0.97453
38.24013,0.97758
38.31985,0.97806
38.32861,0.97816
38.33228,0.97817
37.97006,0.97533
38.05578,0.97556
38.63095,0.97919
38.50987,0.97892
38.43675,0.97893
38.58608,0.97878
38.60000,0.97919
38.55229,0.97912
38.24440,0.97659
38.05220,0.97593
38.45158,0.97783
38.25051,0.97670
38.29927,0.97698
38.07314,0.97577
38.46506,0.97785
38.27978,0.97677
38.26714,0.97660
38.45071,0.97753
38.40423,0.97685
40.33751,0.98127
40.31607,0.98098
40.57011,0.98146
40.48656,0.98141
40.35337,0.98094
41.38649,0.98741
41.06020,0.98547
41.18461,0.98593
40.96512,0.98469
40.92072,0.98466
40.75941,0.98371
40.86497,0.98436
40.58413,0.98321
40.31290,0.98311
40.60884,0.98385
40.34188,0.98334
40.28722,0.98291
40.57601,0.98365
40.10359,0.98281
40.14477,0.98205
40.24768,0.98240
39.41832,0.97959
39.06763,0.97884
39.15786,0.97890
38.91627,0.97897
39.08587,0.97908
39.06214,0.97889
40.33659,0.98547
40.10971,0.98452
40.05891,0.98408
40.30094,0.98464
39.98204,0.98320
39.92621,0.98333
39.49492,0.98262
39.49663,0.98143
39.49880,0.98176
39.66244,0.98261
39.63680,0.98219
39.96331,0.98281
39.69387,0.98164
40.00834,0.98300
39.94740,0.98206
40.39463,0.98375
40.23096,0.98325
39.91088,0.98199
40.00708,0.98226
40.61024,0.98452
40.38345,0.98376
40.48084,0.98415
38.70187,0.97874
41.27324,0.98442
40.67895,0.98346
40.62351,0.98291
40.37635,0.98228
40.24471,0.98248
40.12584,0.98204
40.00742,0.98123
40.03824,0.98069
40.21915,0.98150
40.05219,0.98070
40.01752,0.98070
39.83857,0.97989
40.10081,0.98092
39.83734,0.98040
39.52037,0.97927
39.21529,0.98062
36.42108,0.96585
37.46243,0.97166
37.49662,0.97179
37.97418,0.97987
38.22733,0.98096
38.59375,0.98345
38.25062,0.98064
37.74106,0.97773
37.68222,0.97765
37.90475,0.97821
37.84808,0.97807
37.85198,0.97840
38.13336,0.98017
38.02219,0.97868
38.19550,0.97949
38.01728,0.97922
38.10851,0.97917
38.09568,0.97852
37.90639,0.97826
37.90485,0.97863
38.00753,0.97872
38.04416,0.97886
38.04388,0.97885
38.18836,0.97894
38.19485,0.97897
38.20567,0.97860
37.88929,0.97777
37.76368,0.97731
37.86659,0.97714
37.82230,0.97702
37.76669,0.97675
37.53271,0.97607
37.64529,0.97635
37.66446,0.97567
40.12299,0.98223
39.13355,0.97994
39.00514,0.97978
38.96217,0.97917
39.13747,0.97896
38.28755,0.97590
38.90411,0.97783
38.75521,0.97779
39.04276,0.97799
38.85196,0.97685
38.79360,0.97709
39.01453,0.97766
38.81351,0.97689
38.51834,0.97548
38.79311,0.97637
38.79838,0.97629
38.66924,0.97566
38.88141,0.97626
39.05597,0.97718
39.14163,0.97696
39.16430,0.97627
38.81419,0.97375
38.84870,0.97371
38.33572,0.97218
39.48822,0.97594
39.23277,0.97559
39.27571,0.97572
39.15972,0.97549
39.36840,0.97581
39.36535,0.97619
39.38026,0.97633
39.39028,0.97627
39.39456,0.97613
39.23959,0.97577
39.34729,0.97604
39.28622,0.97573
39.37582,0.97604
38.89986,0.97466
39.16306,0.97627
38.87025,0.97381
39.17805,0.97558
38.47514,0.97227
38.87894,0.97456
38.53687,0.97268
38.91451,0.97381
38.28440,0.97160
38.80201,0.97418
38.52219,0.97301
38.62459,0.97382
38.23016,0.97175
38.27090,0.98365
38.27026,0.98365
38.26596,0.98364
36.76941,0.97452
36.69661,0.97411
