,0
BasketballDrive_1920x1080_50_1M.264,1561.33
BasketballDrive_1920x1080_50_2M.264,2553.08
BasketballDrive_1920x1080_50_3M.264,3120.48
BasketballDrive_1920x1080_50_4M.264,4073.78
BasketballDrive_1920x1080_50_5M.264,5110.97
bitrate.csv,0
